medicamento_id,mes,anio,region,temporada,uso_previsto,uso_real,uso_prev_dif,uso_real_dif
Med_13,12,2024,Oeste,Otoño,268,123,186.0,66.0
Med_13,12,2024,Norte,Invierno,207,195,-61.0,72.0
Med_13,12,2024,Sur,Verano,51,251,-156.0,56.0
Med_14,1,2023,Este,Invierno,182,140,0.0,0.0
Med_14,1,2023,Oeste,Primavera,111,151,-71.0,11.0
Med_14,2,2023,Este,Otoño,96,212,-15.0,61.0
Med_14,2,2023,Norte,Invierno,267,243,171.0,31.0
Med_14,2,2023,Oeste,Invierno,258,105,-9.0,-138.0
Med_14,3,2023,Este,Primavera,92,310,-166.0,205.0
Med_14,3,2023,Sur,Verano,128,115,36.0,-195.0
Med_14,3,2023,Este,Primavera,167,220,39.0,105.0
Med_14,5,2023,Sur,Invierno,178,292,11.0,72.0
Med_14,5,2023,Sur,Verano,202,157,24.0,-135.0
Med_14,5,2023,Sur,Invierno,215,235,13.0,78.0
Med_14,6,2023,Sur,Invierno,88,220,-127.0,-15.0
Med_14,7,2023,Sur,Otoño,133,115,45.0,-105.0
Med_14,8,2023,Oeste,Primavera,187,83,54.0,-32.0
Med_14,9,2023,Sur,Invierno,215,82,28.0,-1.0
Med_14,11,2023,Sur,Verano,176,241,-39.0,159.0
Med_14,12,2023,Este,Otoño,124,222,-52.0,-19.0
Med_14,12,2023,Oeste,Invierno,156,70,32.0,-152.0
Med_14,12,2023,Oeste,Primavera,156,54,0.0,-16.0
Med_14,1,2024,Este,Verano,283,202,127.0,148.0
Med_14,1,2024,Oeste,Otoño,180,210,-103.0,8.0
Med_14,3,2024,Este,Primavera,68,262,-112.0,52.0
Med_14,3,2024,Este,Primavera,261,276,193.0,14.0
Med_14,3,2024,Norte,Invierno,244,150,-17.0,-126.0
Med_14,4,2024,Este,Primavera,57,308,-187.0,158.0
Med_14,5,2024,Norte,Verano,182,298,125.0,-10.0
Med_14,6,2024,Norte,Invierno,259,231,77.0,-67.0
Med_14,6,2024,Norte,Verano,251,57,-8.0,-174.0
Med_14,7,2024,Norte,Verano,218,259,-33.0,202.0
Med_14,7,2024,Norte,Otoño,171,117,-47.0,-142.0
Med_14,8,2024,Oeste,Otoño,200,106,29.0,-11.0
Med_14,8,2024,Este,Invierno,162,283,-38.0,177.0
Med_14,8,2024,Norte,Otoño,201,200,39.0,-83.0
Med_14,9,2024,Sur,Otoño,256,227,55.0,27.0
Med_14,11,2024,Sur,Invierno,287,79,31.0,-148.0
Med_14,11,2024,Sur,Otoño,55,234,-232.0,155.0
Med_14,11,2024,Oeste,Invierno,161,162,106.0,-72.0
Med_14,11,2024,Sur,Invierno,110,279,-51.0,117.0
Med_14,12,2024,Norte,Invierno,110,89,0.0,-190.0
Med_14,12,2024,Oeste,Otoño,274,227,164.0,138.0
Med_14,12,2024,Sur,Invierno,205,59,-69.0,-168.0
Med_15,1,2023,Oeste,Otoño,274,78,0.0,0.0
Med_15,1,2023,Este,Primavera,50,157,-224.0,79.0
Med_15,2,2023,Sur,Primavera,299,57,249.0,-100.0
Med_15,2,2023,Este,Primavera,258,84,-41.0,27.0
Med_15,3,2023,Este,Invierno,171,279,-87.0,195.0
Med_15,3,2023,Este,Otoño,77,308,-94.0,29.0
Med_15,4,2023,Sur,Invierno,263,138,186.0,-170.0
Med_15,4,2023,Oeste,Invierno,244,59,-19.0,-79.0
Med_15,4,2023,Sur,Primavera,282,226,38.0,167.0
Med_15,4,2023,Norte,Otoño,215,318,-67.0,92.0
Med_15,5,2023,Este,Otoño,128,69,-87.0,-249.0
Med_15,5,2023,Norte,Primavera,192,186,64.0,117.0
Med_15,6,2023,Norte,Verano,298,125,106.0,-61.0
Med_15,7,2023,Este,Primavera,161,104,-137.0,-21.0
Med_15,7,2023,Este,Verano,237,95,76.0,-9.0
Med_15,7,2023,Norte,Otoño,273,176,36.0,81.0
Med_15,8,2023,Norte,Primavera,147,140,-126.0,-36.0
Med_15,8,2023,Sur,Otoño,189,315,42.0,175.0
Med_15,10,2023,Norte,Otoño,196,297,7.0,-18.0
Med_15,10,2023,Sur,Verano,288,91,92.0,-206.0
Med_15,11,2023,Norte,Verano,94,276,-194.0,185.0
Med_15,12,2023,Sur,Otoño,268,247,174.0,-29.0
Med_15,12,2023,Sur,Primavera,292,202,24.0,-45.0
Med_15,12,2023,Este,Verano,115,185,-177.0,-17.0
Med_15,1,2024,Sur,Primavera,87,253,-28.0,68.0
Med_15,2,2024,Norte,Otoño,226,135,139.0,-118.0
Med_15,2,2024,Este,Invierno,164,112,-62.0,-23.0
Med_15,2,2024,Este,Invierno,124,259,-40.0,147.0
Med_15,5,2024,Oeste,Verano,69,208,-55.0,-51.0
Med_15,5,2024,Oeste,Primavera,219,107,150.0,-101.0
Med_15,6,2024,Este,Verano,106,97,-113.0,-10.0
Med_15,6,2024,Oeste,Otoño,76,285,-30.0,188.0
Med_15,6,2024,Oeste,Otoño,241,85,165.0,-200.0
Med_15,6,2024,Este,Invierno,193,47,-48.0,-38.0
Med_15,6,2024,Norte,Primavera,263,214,70.0,167.0
Med_15,6,2024,Este,Primavera,111,186,-152.0,-28.0
Med_15,7,2024,Norte,Otoño,245,215,134.0,29.0
Med_15,7,2024,Este,Invierno,215,202,-30.0,-13.0
Med_15,7,2024,Sur,Verano,71,81,-144.0,-121.0
Med_15,7,2024,Sur,Otoño,99,275,28.0,194.0
Med_15,7,2024,Este,Invierno,284,74,185.0,-201.0
Med_15,8,2024,Sur,Verano,102,52,-182.0,-22.0
Med_15,8,2024,Norte,Primavera,202,83,100.0,31.0
Med_15,8,2024,Norte,Otoño,107,234,-95.0,151.0
Med_15,8,2024,Sur,Otoño,58,300,-49.0,66.0
Med_15,9,2024,Sur,Primavera,283,230,225.0,-70.0
Med_15,9,2024,Sur,Primavera,70,218,-213.0,-12.0
Med_15,10,2024,Este,Verano,278,290,208.0,72.0
Med_15,10,2024,Norte,Primavera,111,159,-167.0,-131.0
Med_15,10,2024,Norte,Primavera,122,317,11.0,158.0
Med_15,10,2024,Oeste,Invierno,125,168,3.0,-149.0
Med_15,10,2024,Sur,Invierno,253,127,128.0,-41.0
Med_15,10,2024,Oeste,Primavera,274,283,21.0,156.0
Med_15,10,2024,Norte,Otoño,235,294,-39.0,11.0
Med_15,11,2024,Norte,Verano,289,112,54.0,-182.0
Med_15,12,2024,Oeste,Invierno,271,304,-18.0,192.0
Med_15,12,2024,Sur,Invierno,73,115,-198.0,-189.0
Med_16,1,2023,Norte,Invierno,96,98,0.0,0.0
Med_16,1,2023,Norte,Invierno,156,226,60.0,128.0
Med_16,2,2023,Oeste,Otoño,77,307,-79.0,81.0
Med_16,2,2023,Norte,Verano,134,306,57.0,-1.0
Med_16,2,2023,Oeste,Invierno,245,288,111.0,-18.0
Med_16,3,2023,Este,Otoño,213,289,-32.0,1.0
Med_16,3,2023,Este,Invierno,162,110,-51.0,-179.0
Med_16,5,2023,Oeste,Primavera,137,167,-25.0,57.0
Med_16,5,2023,Este,Verano,146,303,9.0,136.0
Med_16,5,2023,Este,Invierno,250,187,104.0,-116.0
Med_16,6,2023,Sur,Otoño,219,251,-31.0,64.0
Med_16,7,2023,Oeste,Otoño,117,229,-102.0,-22.0
Med_16,7,2023,Norte,Otoño,151,182,34.0,-47.0
Med_16,8,2023,Norte,Invierno,288,133,137.0,-49.0
Med_16,9,2023,Norte,Invierno,143,241,-145.0,108.0
Med_16,9,2023,Oeste,Otoño,105,74,-38.0,-167.0
Med_16,9,2023,Este,Otoño,231,150,126.0,76.0
Med_16,10,2023,Este,Primavera,204,267,-27.0,117.0
Med_16,11,2023,Este,Otoño,111,227,-93.0,-40.0
Med_16,11,2023,Norte,Primavera,227,67,116.0,-160.0
Med_16,1,2024,Este,Primavera,103,223,-124.0,156.0
Med_16,1,2024,Norte,Primavera,237,102,134.0,-121.0
Med_16,2,2024,Oeste,Verano,202,253,-35.0,151.0
Med_16,2,2024,Oeste,Otoño,225,202,23.0,-51.0
Med_16,2,2024,Oeste,Otoño,86,91,-139.0,-111.0
Med_16,2,2024,Este,Invierno,62,114,-24.0,23.0
Med_16,3,2024,Oeste,Verano,167,160,105.0,46.0
Med_16,4,2024,Oeste,Invierno,203,286,36.0,126.0
Med_16,4,2024,Norte,Otoño,88,163,-115.0,-123.0
Med_16,4,2024,Norte,Invierno,72,299,-16.0,136.0
Med_16,5,2024,Oeste,Invierno,88,181,16.0,-118.0
Med_16,6,2024,Norte,Verano,169,116,81.0,-65.0
Med_16,6,2024,Este,Verano,185,58,16.0,-58.0
Med_16,8,2024,Oeste,Primavera,99,184,-86.0,126.0
Med_16,8,2024,Sur,Otoño,286,229,187.0,45.0
Med_16,9,2024,Sur,Verano,263,128,-23.0,-101.0
Med_16,10,2024,Sur,Otoño,246,220,-17.0,92.0
Med_16,11,2024,Oeste,Verano,164,110,-82.0,-110.0
Med_16,11,2024,Norte,Invierno,96,49,-68.0,-61.0
Med_16,11,2024,Sur,Primavera,202,278,106.0,229.0
Med_16,11,2024,Oeste,Primavera,206,233,4.0,-45.0
Med_16,11,2024,Norte,Verano,218,284,12.0,51.0
Med_16,12,2024,Norte,Verano,111,171,-107.0,-113.0
Med_16,12,2024,Oeste,Primavera,132,115,21.0,-56.0
Med_17,1,2023,Oeste,Primavera,214,178,0.0,0.0
Med_17,1,2023,Sur,Primavera,71,157,-143.0,-21.0
Med_17,2,2023,Norte,Verano,66,145,-5.0,-12.0
Med_17,2,2023,Norte,Invierno,273,271,207.0,126.0
Med_17,4,2023,Oeste,Otoño,274,135,1.0,-136.0
Med_17,4,2023,Oeste,Invierno,114,182,-160.0,47.0
Med_17,4,2023,Sur,Invierno,124,96,10.0,-86.0
Med_17,4,2023,Oeste,Otoño,177,210,53.0,114.0
Med_17,5,2023,Sur,Invierno,206,94,29.0,-116.0
Med_17,5,2023,Sur,Verano,284,254,78.0,160.0
Med_17,6,2023,Norte,Primavera,295,134,11.0,-120.0
Med_17,7,2023,Oeste,Otoño,228,238,-67.0,104.0
Med_17,8,2023,Norte,Invierno,76,125,-152.0,-113.0
Med_17,9,2023,Oeste,Otoño,182,99,106.0,-26.0
Med_17,9,2023,Este,Otoño,98,185,-84.0,86.0
Med_17,9,2023,Este,Invierno,257,126,159.0,-59.0
Med_17,10,2023,Oeste,Invierno,245,155,-12.0,29.0
Med_17,10,2023,Este,Verano,82,214,-163.0,59.0
Med_17,10,2023,Este,Primavera,232,57,150.0,-157.0
Med_17,11,2023,Sur,Verano,147,45,-85.0,-12.0
Med_17,11,2023,Norte,Primavera,228,134,81.0,89.0
Med_17,11,2023,Norte,Primavera,195,282,-33.0,148.0
Med_17,12,2023,Sur,Invierno,140,231,-55.0,-51.0
Med_17,12,2023,Norte,Verano,235,221,95.0,-10.0
Med_17,12,2023,Sur,Invierno,193,312,-42.0,91.0
Med_17,1,2024,Sur,Primavera,169,50,-24.0,-262.0
Med_17,1,2024,Este,Invierno,170,223,1.0,173.0
Med_17,1,2024,Norte,Invierno,295,61,125.0,-162.0
Med_17,1,2024,Este,Otoño,272,149,-23.0,88.0
Med_17,2,2024,Norte,Verano,209,187,-63.0,38.0
Med_17,3,2024,Este,Primavera,86,98,-123.0,-89.0
Med_17,4,2024,Este,Primavera,70,184,-16.0,86.0
Med_17,4,2024,Norte,Otoño,92,45,22.0,-139.0
Med_17,5,2024,Norte,Primavera,223,151,131.0,106.0
Med_17,5,2024,Norte,Primavera,185,203,-38.0,52.0
Med_17,6,2024,Norte,Invierno,108,188,-77.0,-15.0
Med_17,6,2024,Este,Verano,227,201,119.0,13.0
Med_17,6,2024,Este,Otoño,292,82,65.0,-119.0
Med_17,6,2024,Este,Invierno,144,217,-148.0,135.0
Med_17,7,2024,Oeste,Invierno,196,258,52.0,41.0
Med_17,7,2024,Norte,Verano,297,152,101.0,-106.0
Med_17,8,2024,Este,Otoño,293,158,-4.0,6.0
Med_17,8,2024,Oeste,Invierno,255,64,-38.0,-94.0
Med_17,9,2024,Oeste,Invierno,157,272,-98.0,208.0
Med_17,9,2024,Este,Otoño,130,236,-27.0,-36.0
